,addr,ruler,lat,lon,num_rooms,num_floor,num_price,text,dominant_topic,topic_percentage_contrib,sale_category,house_prices,currency,house_prices_usd
1222,Mashtots avenue,sixty-five square metres,40.18566141907,44.511915206909,2 room,"  11/14 , new construction ",Rent-600$/month,Mashtots avenue two room sixty-five square metres  floor eleventh/fourteenth   new construction  Rent-600$/month For daily rent apartment area sqm th floor new building Mashtots Avenue next Opera theatre The apartment completely renovated local heating air conditioning system installed well panoramic window floor ceiling floor covered laminate The bathroom lined European tile equipped plumbing fixture The room kitchen beautifully furnished equipped household appliance accessory From open balcony beautiful view Opera The house elevator security system Nearby shop bank school cafe entertainment venue ,1.0,0.5809000134468079,Rent,600.0,$,600.0
1223,Amiryan,eighty square metres,40.181087,44.507094,3 room,  4/16 ,"Rent-300,000Դ/month",Amiryan three room eighty square metres  floor fourth/sixteenth  Rent-300000Դ/month For daily rent apartment area sqm th floor new building Amiryan Street The apartment completely renovated local heating air conditioning system installed floor covered parquet The bathroom lined European tile equipped plumbing fixture The room kitchen beautifully furnished equipped household appliance accessory The house elevator Nearby shop bank school cafe entertainment venue ,1.0,0.7468000054359436,Rent,300000.0,Դ,612.24
1224,Teryan,one hundred and five square metres,40.182521,44.513786,3 room,  3/4 ,Rent-750$/month,Teryan three room one hundred and five square metres  floor third/fourth  Rent-750$/month Two bedroom apartment Teryan Pushkin crossroad currently rent It cover area occupies rd floor building The apartment fully renovated Local heating system installed alongside air conditioner An open balcony nice view available Cable TV Internet available Daily rent Long Term rent Viber WhatsApp Arthur ,2.0,0.9843000173568726,Rent,750.0,$,750.0
1225,Komitas ave  63,forty-one square metres,40.206501,44.52382,2 room,  3/5 ,Rent-onrequest,Komitas ave  63 two room forty-one square metres  floor third/fifth  Rent-onrequest For long time daily rent comfortable apartment area sqm Komitas Avenue near Lambada Bridge near church rd floor stone building The apartment completely renovated provided communal amenity Local heating air conditioning system installed bathroom tiled equipped plumbing The apartment furnished household appliance dish bedding orthopedic mattress The apartment open balcony view church Nearby necessary shop supermarket Yerevan City bus stop The house yard ,1.0,0.6177999973297119,Rent,0.0,,0.0
1226,Northern av  8,sixty-five square metres,40.182488749007,44.514299728836,2 room,"  8/9 , new construction ",Rent-800$/month,Northern av  8 two room sixty-five square metres  floor eighth/ninth   new construction  Rent-800$/month For daily rent apartment unique design area sqm th floor new building Northern Avenue The apartment completely renovated heating cooling system centralized floor covered press granite The bathroom tiled equipped plumbing fixture The room kitchen furnished modern furniture There open balcony beautiful view Underground parking provided car The building security system Nearby necessary shop entertainment venue ,1.0,0.9574000239372253,Rent,800.0,$,800.0
1227,Y Koghbatsi 16,fifty square metres,40.18046,44.509842,2 room,"  5/17 , new construction ",Rent-onrequest,Y Koghbatsi 16 two room fifty square metres  floor fifth/seventeenth   new construction  Rent-onrequest situ concrete renovated uninhabited security system sunny exclusive design furnished open balcony new wiring new water tube metal door euro window laminate flooring appliance kitchen furniture kitchen tiled bathroom tiled wardrobe persistent water electricity natural gas internet cable tv centralized heating elevator building bedroom ,0.0,0.9851999878883362,Rent,0.0,,0.0
1228,Amiryan,sixty-five square metres,40.18275702227,44.506082766864,2 room,"  11/17 , new construction ",Rent-800$/month,Amiryan two room sixty-five square metres  floor eleventh/seventeenth   new construction  Rent-800$/month For daily rent bright apartment area sqm th floor new monolithic building Amiryan Street The apartment completely renovated inhabited local heating air conditioning system installed floor covered laminate The kitchen bathroom tiled equipped plumbing fixture There open balcony beautiful view The apartment elegantly furnished equipped modern household appliance The house elevator security system There supermarket bank entertainment venue nearby ,1.0,0.7462999820709229,Rent,800.0,$,800.0
1229,Northern av ,one hundred and thirty square metres,40.183056155426,44.514528972232,3 room,"  9/12 , new construction ","Rent-1,800$/month",Northern av  three room one hundred and thirty square metres  floor ninth/twelfth   new construction  Rent-1800$/month Two bedroom apartment Northern Avenue next cafe La Piazza currently long rent It cover area occupies th floor new residential storey building The apartment fully renovated according latest European standard It beautifully furnished equipped necessary appliance Centralized heating conditioning system installed The apartment open balcony nice view avenue Underground parking allocated car If needed offer service driver meet airport safely take beforehand booked apartment The daily rent Viber WhatsApp Arthur ,2.0,0.9891999959945679,Rent,1800.0,$,1800.0
1230,Y Koghbatsi 16,eighty square metres,40.180267,44.509825,3 room,"  8/18 , new construction ","Rent-1,100$/month",Y Koghbatsi 16 three room eighty square metres  floor eighth/eighteenth   new construction  Rent-1100$/month For daily rent apartment area sqm th floor new monolithic building Kohbatsi street The apartment completely renovated connected central heating system local cooling system installed floor covered press granite part floor heated Both bathroom lined European tile equipped plumbing fixture All room kitchen furnished modern style equipped appliance accessory There cable TV internet The house elevator running smoothly security system Nearby shop bank entertainment venue I cooperate intermediary ,1.0,0.9890999794006348,Rent,1100.0,$,1100.0
1231,Argishti 7 6  apt  65,forty-two square metres,40.172810910949,44.504426187834,2 room,"  11/14 , new construction ",Rent-550$/month,Argishti 7 6  apt  65 two room forty-two square metres  floor eleventh/fourteenth   new construction  Rent-550$/month For rent beautiful apartment area th floor building Argishti street The apartment completely renovated inhabited local heating air conditioning system installed floor covered hardwood The kitchen bathroom tiled equipped plumbing fixture There beautiful view open balcony The room beautifully furnished equipped household appliance accessory There internet cable TV The house intercom elevator There playground yard Nearby shop bank cafe park entertainment venue little away theater building named Sundukyan ,0.0,0.843500018119812,Rent,550.0,$,550.0
1232,Charents 4  apt  86,sixty-three square metres,40.18399810791,44.526699066162,2 room,  3/5 ,Rent-450$/month,Charents 4  apt  86 two room sixty-three square metres  floor third/fifth  Rent-450$/month Single bedroom apartment area rent nd floor storied residential building Charents st The apartment fully repaired The entrance door metallic window modern plastic one installed air conditioner floor wooden Water gas hour apartment heating gas boiler The kitchen bathroom tiled equipped sanitary ware There wardrobe cupboard kitchen hallway All necessary shop nearby ,2.0,0.8920000195503235,Rent,450.0,$,450.0
1233,Buzand,one hundred and seventy-five square metres,40.17953,44.512115,4 room,"  5/8 , new construction ","Rent-3,500$/month",Buzand four room one hundred and seventy-five square metres  floor fifth/eighth   new construction  Rent-3500$/month Three bedroom spacious apartment Buzand street next Republic Square currently long term rent It cover area occupies th floor new building The apartment newly renovated Local heating system installed alongside air conditioner Payment building service cost AMD An underground parking available The apartment rent together furniture home appliance Hotel California Boutique bank branch restaurant Diamond bus stop located nearby ,2.0,0.9883000254631042,Rent,3500.0,$,3500.0
1234,Gyulbenkyan,forty-five square metres,40.200495066739,44.495445269835,1 room,  5/5 ,"Rent-220,000$/month",Gyulbenkyan one room forty-five square metres  floor fifth/fifth  Rent-220000$/month For daily rent apartment area sqm th floor building Gulbenkian Street The apartment completely renovated heated electric convector floor covered parquet tile bathroom lined European tile equipped plumbing There closed balcony The room kitchen beautifully furnished equipped modern appliance accessory There intercom building Nearby bank Yerevan City supermarket Barekamutyun metro station school kindergarten shop transport stop ,0.0,0.9868999719619751,Rent,220000.0,$,220000.0
